hit_id,assignment_id,worker_id,variable,value
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3YDTZAI2WH6WXQ33WB2FA6NPHWC419,A26UIS59SY4NM6,q3,4
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3YDTZAI2WH6WXQ33WB2FA6NPHWC419,A26UIS59SY4NM6,creative-slider,35
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3YDTZAI2WH6WXQ33WB2FA6NPHWC419,A26UIS59SY4NM6,q5,Using what the AI had suggested in the other rounds.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3YDTZAI2WH6WXQ33WB2FA6NPHWC419,A26UIS59SY4NM6,q6,None.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3YDTZAI2WH6WXQ33WB2FA6NPHWC419,A26UIS59SY4NM6,workerId,A26UIS59SY4NM6
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3YDTZAI2WH6WXQ33WB2FA6NPHWC419,A26UIS59SY4NM6,data,"{""0"":""coach"",""1"":{""How Creative?"":""28"",""Increased AI use makes you feel"":""More excited than concerned""},""2"":{""PageLoad"":""2024-04-20T18:41:39.633Z""},""3"":{""Prompt"":""Table"",""Response"":[{""id"":0,""name"":""bed"",""time"":""2024-04-20T18:41:54.146Z"",""iid"":0},{""id"":1,""name"":""plant stand"",""time"":""2024-04-20T18:42:10.630Z"",""iid"":1},{""id"":2,""name"":""model building table"",""time"":""2024-04-20T18:42:23.726Z"",""iid"":2},{""id"":3,""name"":""cut out center create picture frame"",""time"":""2024-04-20T18:42:50.062Z"",""iid"":3},{""id"":4,""name"":""shorten legs and attach to wall as coat rack"",""time"":""2024-04-20T18:43:13.166Z"",""iid"":4}]},""4"":{""Prompt"":""Tire"",""Response"":[{""id"":5,""name"":""weight for keeping body under water"",""time"":""2024-04-20T18:44:01.518Z"",""iid"":0},{""id"":6,""name"":""use it combined with gasoline to start a bon fire"",""time"":""2024-04-20T18:44:24.101Z"",""iid"":1},{""id"":7,""name"":""cut up tread and make sandals"",""time"":""2024-04-20T18:44:40.110Z"",""iid"":2},{""id"":8,""name"":""turn it inside out, put dirt in it and make a planter"",""time"":""2024-04-20T18:45:16.038Z"",""iid"":3},{""id"":9,""name"":""motor racing themed table base"",""time"":""2024-04-20T18:45:38.717Z"",""iid"":4}]},""5"":{""Prompt"":""Shoe"",""Response"":[{""id"":10,""name"":""cut bits out of the upper and make sandals"",""time"":""2024-04-20T18:46:21.085Z"",""iid"":0},{""id"":11,""name"":""cut the sole off and recut it as an insole"",""time"":""2024-04-20T18:47:01.086Z"",""iid"":1},{""id"":12,""name"":""doorstop"",""time"":""2024-04-20T18:47:31.573Z"",""iid"":2}]},""6"":{""Prompt"":""Pants"",""Response"":[{""id"":13,""name"":""cut up and use for rags"",""time"":""2024-04-20T18:48:56.622Z"",""iid"":0},{""id"":14,""name"":""resew into backpack"",""time"":""2024-04-20T18:49:13.773Z"",""iid"":1},{""id"":15,""name"":""cut out pockets and put drawstring in them as marble bags"",""time"":""2024-04-20T18:49:46.405Z"",""iid"":2},{""id"":16,""name"":""turn lower leg portion into gaiters for skiing"",""time"":""2024-04-20T18:50:17.962Z"",""iid"":3}]},""7"":{""HideTime"":0},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""More excited than concerned"",""q3"":""4"",""q4"":""35"",""q5"":""Using what the AI had suggested in the other rounds."",""q6"":""None.""},""assignmentId"":""3YDTZAI2WH6WXQ33WB2FA6NPHWC419"",""hitId"":""3RTFSSG7URWI9FTY9PLG0TJ350ALW7"",""workerId"":""A26UIS59SY4NM6"",""ts_submitted_"":""2024-04-20T18:51:34.406Z""}"
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,q1,Very difficult
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,q2,More concerned than excited
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,q3,4
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,creative-slider,11
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,q5,think about it
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,q6,no
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,workerId,AURYD2FH3FUOQ
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3KOPY89HMSSIAB03MM3241R5XDFJ36,AURYD2FH3FUOQ,data,"{""0"":""absent"",""1"":{""How Creative?"":""7"",""Increased AI use makes you feel"":""More concerned than excited""},""2"":{""PageLoad"":""2024-04-20T18:45:28.830Z""},""3"":{""Prompt"":""Pants"",""Response"":[{""id"":0,""iid"":0,""name"":""potato sack"",""time"":""2024-04-20T18:46:03.327Z""},{""id"":1,""iid"":1,""name"":""rag"",""time"":""2024-04-20T18:46:20.979Z""},{""id"":2,""iid"":2,""name"":""hat"",""time"":""2024-04-20T18:46:36.729Z""},{""id"":3,""iid"":3,""name"":""wind sock"",""time"":""2024-04-20T18:46:52.937Z""},{""id"":4,""iid"":4,""name"":""stuff for a pillow"",""time"":""2024-04-20T18:47:09.324Z""},{""id"":5,""iid"":5,""name"":""dog toy"",""time"":""2024-04-20T18:47:33.272Z""},{""id"":6,""iid"":6,""name"":"""",""time"":""2024-04-20T18:47:42.721Z""},{""id"":7,""iid"":7,""name"":""door mat"",""time"":""2024-04-20T18:47:49.768Z""}]},""4"":{""Prompt"":""Table"",""Response"":[{""id"":8,""iid"":0,""name"":""massage table"",""time"":""2024-04-20T18:48:11.376Z""},{""id"":9,""iid"":1,""name"":""barricade"",""time"":""2024-04-20T18:48:27.311Z""},{""id"":10,""iid"":2,""name"":""plant stakes (the legs)"",""time"":""2024-04-20T18:48:59.495Z""},{""id"":11,""iid"":3,""name"":""fence (lots of the top piece together)"",""time"":""2024-04-20T18:49:30.879Z""},{""id"":12,""iid"":4,""name"":""firewood"",""time"":""2024-04-20T18:49:52.383Z""}]},""5"":{""Prompt"":""Tire"",""Response"":[{""id"":13,""iid"":0,""name"":""barricade"",""time"":""2024-04-20T18:50:20.799Z""},{""id"":14,""iid"":1,""name"":""make a coffee table"",""time"":""2024-04-20T18:50:32.907Z""},{""id"":15,""iid"":2,""name"":""keep something from flying away in the wind."",""time"":""2024-04-20T18:50:58.132Z""},{""id"":16,""iid"":3,""name"":""step stool"",""time"":""2024-04-20T18:51:22.577Z""},{""id"":17,""iid"":4,""name"":""planter"",""time"":""2024-04-20T18:51:37.257Z""},{""id"":18,""iid"":5,""name"":""cord keeper (wrap through spokes)"",""time"":""2024-04-20T18:52:11.659Z""}]},""6"":{""Prompt"":""Shoe"",""Response"":[{""id"":19,""iid"":0,""name"":""planter"",""time"":""2024-04-20T18:53:32.531Z""},{""id"":20,""iid"":1,""name"":""door stop"",""time"":""2024-04-20T18:53:41.766Z""},{""id"":21,""iid"":2,""name"":""centerpiece"",""time"":""2024-04-20T18:53:50.717Z""},{""id"":22,""iid"":3,""name"":""hide money"",""time"":""2024-04-20T18:54:18.602Z""},{""id"":23,""iid"":4,""name"":""as a dumbell"",""time"":""2024-04-20T18:54:41.324Z""},{""id"":24,""iid"":5,""name"":""weapon"",""time"":""2024-04-20T18:55:04.792Z""},{""id"":25,""iid"":6,""name"":""water pitcher"",""time"":""2024-04-20T18:55:24.741Z""}]},""7"":{""HideTime"":0},""feedback"":{""q1"":""Very difficult"",""q2"":""More concerned than excited"",""q3"":""4"",""q4"":""11"",""q5"":""think about it"",""q6"":""no""},""assignmentId"":""3KOPY89HMSSIAB03MM3241R5XDFJ36"",""hitId"":""3RTFSSG7URWI9FTY9PLG0TJ350ALW7"",""workerId"":""AURYD2FH3FUOQ"",""ts_submitted_"":""2024-04-20T18:56:09.052Z""}"
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,q1,Somewhat difficult
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,q2,Equally excited and concerned
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,q3,4
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,creative-slider,60
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,q5,Can't say I had an overarching one. I was pretty stumbled and grasping for anything on most.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,q6,None at all.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,workerId,A32CMQGGTSUK6Z
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,34S6N1K2ZF93Z9V24S4HOA57K78LHN,A32CMQGGTSUK6Z,data,"{""0"":""coach"",""1"":{""How Creative?"":""65"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""PageLoad"":""2024-04-20T18:50:13.895Z""},""3"":{""Prompt"":""Pants"",""Response"":[{""id"":0,""name"":""Fire starter"",""time"":""2024-04-20T18:50:35.499Z"",""iid"":0},{""id"":1,""name"":""Makeshift rope"",""time"":""2024-04-20T18:50:43.771Z"",""iid"":1},{""id"":2,""name"":""Tug of war item"",""time"":""2024-04-20T18:51:08.777Z"",""iid"":2},{""id"":3,""name"":""Curtain"",""time"":""2024-04-20T18:51:26.614Z"",""iid"":3},{""id"":4,""name"":""Travel bag"",""time"":""2024-04-20T18:51:44.043Z"",""iid"":4},{""id"":5,""name"":""Seat cover"",""time"":""2024-04-20T18:51:58.032Z"",""iid"":5},{""id"":6,""name"":""Whip"",""time"":""2024-04-20T18:52:13.561Z"",""iid"":6}]},""4"":{""Prompt"":""Shoe"",""Response"":[{""id"":7,""name"":""Door stopper"",""time"":""2024-04-20T18:52:23.876Z"",""iid"":0},{""id"":8,""name"":""Club"",""time"":""2024-04-20T18:52:29.119Z"",""iid"":1},{""id"":9,""name"":""Pot for plant"",""time"":""2024-04-20T18:52:49.066Z"",""iid"":2},{""id"":10,""name"":""Hand gripper"",""time"":""2024-04-20T18:53:09.816Z"",""iid"":3},{""id"":11,""name"":""Bed for baby kitten"",""time"":""2024-04-20T18:53:24.172Z"",""iid"":4},{""id"":12,""name"":""Throwing star"",""time"":""2024-04-20T18:54:02.827Z"",""iid"":5},{""id"":13,""name"":""Anchor with laces"",""time"":""2024-04-20T18:54:15.094Z"",""iid"":6}]},""5"":{""Prompt"":""Table"",""Response"":[{""id"":14,""name"":""Small fort"",""time"":""2024-04-20T18:54:23.097Z"",""iid"":0},{""id"":15,""name"":""Stool "",""time"":""2024-04-20T18:54:34.074Z"",""iid"":1},{""id"":16,""name"":""Goal"",""time"":""2024-04-20T18:54:46.317Z"",""iid"":2},{""id"":17,""name"":""Flotation device"",""time"":""2024-04-20T18:55:23.303Z"",""iid"":3},{""id"":18,""name"":""Bounce object"",""time"":""2024-04-20T18:55:46.983Z"",""iid"":4},{""id"":19,""name"":""Pet living area"",""time"":""2024-04-20T18:56:06.923Z"",""iid"":5}]},""6"":{""Prompt"":""Tire"",""Response"":[{""id"":20,""name"":""Flotation device"",""time"":""2024-04-20T18:57:29.269Z"",""iid"":0},{""id"":21,""name"":""Pulley"",""time"":""2024-04-20T18:57:37.554Z"",""iid"":1},{""id"":22,""name"":""Unicycle "",""time"":""2024-04-20T18:57:50.037Z"",""iid"":2},{""id"":23,""name"":""Larger peperwight"",""time"":""2024-04-20T18:58:03.630Z"",""iid"":3},{""id"":24,""name"":""Plant separator and protector"",""time"":""2024-04-20T18:58:36.402Z"",""iid"":4},{""id"":25,""name"":""Proper for tarp cover"",""time"":""2024-04-20T18:58:53.301Z"",""iid"":5},{""id"":26,""name"":""Weight for back of vehicle"",""time"":""2024-04-20T18:59:04.080Z"",""iid"":6}]},""7"":{""HideTime"":0},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""60"",""q5"":""Can't say I had an overarching one. I was pretty stumbled and grasping for anything on most."",""q6"":""None at all.""},""assignmentId"":""34S6N1K2ZF93Z9V24S4HOA57K78LHN"",""hitId"":""3RTFSSG7URWI9FTY9PLG0TJ350ALW7"",""workerId"":""A32CMQGGTSUK6Z"",""ts_submitted_"":""2024-04-20T19:00:37.677Z""}"
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,q1,Somewhat difficult
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,q2,Equally excited and concerned
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,q3,4
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,creative-slider,75
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,q5,The time limit was the most tricky part to deal with. I just tried to look at the object and visualize what could be done with it.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,q6,It worked well.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,workerId,A2FCGEU5RTEWG8
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3HVVDCPGTYID4HTWN1AWW1AR4GETY4,A2FCGEU5RTEWG8,data,"{""0"":""generate"",""1"":{""How Creative?"":""75"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""PageLoad"":""2024-04-20T19:38:24.063Z""},""3"":{""Prompt"":""Pants"",""Response"":[{""id"":0,""name"":""Microphone stand cover"",""time"":""2024-04-20T19:39:48.952Z"",""iid"":0}]},""4"":{""Prompt"":""Tire"",""Response"":[{""id"":1,""name"":""Rope swing"",""time"":""2024-04-20T19:40:47.448Z"",""iid"":0},{""id"":2,""name"":""Rolling stool"",""time"":""2024-04-20T19:41:40.449Z"",""iid"":1},{""id"":3,""name"":""Mega Hula Hoop"",""time"":""2024-04-20T19:42:12.646Z"",""iid"":2}]},""5"":{""Prompt"":""Table"",""Response"":[{""id"":4,""name"":""Wall mounted coat rack"",""time"":""2024-04-20T19:43:04.682Z"",""iid"":0},{""id"":5,""name"":""Personal Space Protector"",""time"":""2024-04-20T19:44:13.678Z"",""iid"":1}]},""6"":{""Prompt"":""Shoe"",""Response"":[{""id"":6,""name"":""A house for a mouse"",""time"":""2024-04-20T19:45:59.629Z"",""iid"":0},{""id"":7,""name"":""A beer coozie "",""time"":""2024-04-20T19:47:00.971Z"",""iid"":1}]},""7"":{""HideTime"":0},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""75"",""q5"":""The time limit was the most tricky part to deal with. I just tried to look at the object and visualize what could be done with it."",""q6"":""It worked well.""},""assignmentId"":""3HVVDCPGTYID4HTWN1AWW1AR4GETY4"",""hitId"":""3RTFSSG7URWI9FTY9PLG0TJ350ALW7"",""workerId"":""A2FCGEU5RTEWG8"",""ts_submitted_"":""2024-04-20T19:50:08.948Z""}|{""0"":""generate"",""1"":{""How Creative?"":""75"",""Increased AI use makes you feel"":""Equally excited and concerned""},""2"":{""PageLoad"":""2024-04-20T19:38:24.063Z""},""3"":{""Prompt"":""Pants"",""Response"":[{""id"":0,""name"":""Microphone stand cover"",""time"":""2024-04-20T19:39:48.952Z"",""iid"":0}]},""4"":{""Prompt"":""Tire"",""Response"":[{""id"":1,""name"":""Rope swing"",""time"":""2024-04-20T19:40:47.448Z"",""iid"":0},{""id"":2,""name"":""Rolling stool"",""time"":""2024-04-20T19:41:40.449Z"",""iid"":1},{""id"":3,""name"":""Mega Hula Hoop"",""time"":""2024-04-20T19:42:12.646Z"",""iid"":2}]},""5"":{""Prompt"":""Table"",""Response"":[{""id"":4,""name"":""Wall mounted coat rack"",""time"":""2024-04-20T19:43:04.682Z"",""iid"":0},{""id"":5,""name"":""Personal Space Protector"",""time"":""2024-04-20T19:44:13.678Z"",""iid"":1}]},""6"":{""Prompt"":""Shoe"",""Response"":[{""id"":6,""name"":""A house for a mouse"",""time"":""2024-04-20T19:45:59.629Z"",""iid"":0},{""id"":7,""name"":""A beer coozie "",""time"":""2024-04-20T19:47:00.971Z"",""iid"":1}]},""7"":{""HideTime"":0},""8"":{""q1"":""Somewhat difficult"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""75"",""q5"":""The time limit was the most tricky part to deal with. I just tried to look at the object and visualize what could be done with it."",""q6"":""It worked well.""},""feedback"":{""q1"":""Somewhat difficult"",""q2"":""Equally excited and concerned"",""q3"":""4"",""q4"":""75"",""q5"":""The time limit was the most tricky part to deal with. I just tried to look at the object and visualize what could be done with it."",""q6"":""It worked well.""},""assignmentId"":""3HVVDCPGTYID4HTWN1AWW1AR4GETY4"",""hitId"":""3RTFSSG7URWI9FTY9PLG0TJ350ALW7"",""workerId"":""A2FCGEU5RTEWG8"",""ts_submitted_"":""2024-04-20T19:50:10.810Z""}"
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3U84XHCDIW3TSMOB4MB72071UB2Z46,A3O81LHBBI8NPK,q1,Somewhat difficult
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3U84XHCDIW3TSMOB4MB72071UB2Z46,A3O81LHBBI8NPK,q2,More excited than concerned
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3U84XHCDIW3TSMOB4MB72071UB2Z46,A3O81LHBBI8NPK,q3,4
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3U84XHCDIW3TSMOB4MB72071UB2Z46,A3O81LHBBI8NPK,creative-slider,40
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3U84XHCDIW3TSMOB4MB72071UB2Z46,A3O81LHBBI8NPK,q5,I used what I would think I would use the shoe for.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3U84XHCDIW3TSMOB4MB72071UB2Z46,A3O81LHBBI8NPK,q6,No issues.
3RTFSSG7URWI9FTY9PLG0TJ350ALW7,3U84XHCDIW3TSMOB4MB72071UB2Z46,A3O81LHBBI8NPK,workerId,A3O81LHBBI8NPK
