assignment_id,hit_id,worker_id,condition,diversity,I am more creative than \% of humans (before),Increased use of AI computer programs in daily life makes you feel (before),How difficult was it to come up with uses for the last object?,Increased use of AI computer programs in daily life makes you feel (after),How many total objects encountered?,I am more creative than \% of humans (after),Hide Time,Page Load,Strategy for last object,Technical Issues?
66ddaa9773361abe2927e43d,66dd0f5d2d96edbedcf4a80b,60e43247dfebfc07a344bae8,Coach,0.6151366117337382,23,Equally excited and concerned,Somewhat easy,Equally excited and concerned,3,25,0.0,2024-09-08T13:47:19.666Z,I tried to abstract myself from the known/obvious uses. As if I was seeing the object for the first time and had no idea what it was used for.,No.
66ddaaa06c24bc7c38f4aaaf,66dd0f5d2d96edbedcf4a80b,5ca6717bb54fe60001e22441,Generate,0.5670709971008645,85,More concerned than excited,Somewhat easy,More concerned than excited,4,85,0.0,2024-09-08T13:48:07.598Z,Just what other ways in life have I seen tyres being used. ,NO
66ddaa41b6c305c3fe5f1d1c,66dd0f5d2d96edbedcf4a80b,5c5225d8a163ac0001721f01,Absent,0.5311431451775059,75,More concerned than excited,Somewhat difficult,More concerned than excited,4,66,0.0,2024-09-08T13:48:26.436Z,I tried to think of practical yet different uses,No
66dda9fbdc488133de96955c,66dd0f5d2d96edbedcf4a80b,5f453b2ede4a970d43a4c649,Absent,0.46499168694491844,71,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,3,37,0.0,2024-09-08T13:48:41.708Z,I thought of alternate clothing uses ,no
66ddaa9ff19f519274e13b20,66dd0f5d2d96edbedcf4a80b,6676cd0f8a13e195265eb74d,Absent,0.6254819322060747,53,More concerned than excited,Somewhat easy,More concerned than excited,4,53,0.0,2024-09-08T13:49:05.804Z,think hard,no
66ddaafab23f3353105a9d92,66dd0f5d2d96edbedcf4a80b,6658be7bbc36ded0ffe47140,Absent,0.5939471978499671,37,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,55,0.0,2024-09-08T13:48:57.008Z,"Just imagining if I didn't know what it was actually used for, what I could do with it.",no
66ddad6d172349da6802af87,66dd0f5d2d96edbedcf4a80b,655b901b23209ae4a194a402,Coach,0.5239083300648925,40,Equally excited and concerned,Very difficult,More excited than concerned,4,30,61.035000000000004,2024-09-08T13:59:19.148Z,My strategy was to think of what I could use the object if I didn't have something. ,No technical issues. 
66ddaa63dc488133de96956f,66dd0f5d2d96edbedcf4a80b,6450ca7370b4914f3e8822c6,Coach,0.5406563101853142,14,More concerned than excited,Somewhat difficult,More concerned than excited,4,5,0.0,2024-09-08T13:48:58.391Z,Think of what i would use the object for or if i have used them for something else in the past.,no
66ddaac04dd233a0e9d7e348,66dd0f5d2d96edbedcf4a80b,5dc860e9dcc83f5d2d85ec67,Generate,0.4294795754874281,69,More excited than concerned,Somewhat difficult,More excited than concerned,4,52,0.0,2024-09-08T13:49:22.344Z,I was looking around my space and thinking of alternative uses for it,no
66ddaacb6ee9d972bb1a7ba6,66dd0f5d2d96edbedcf4a80b,594adf605209de0001431328,Coach,0.4999632638425612,19,More excited than concerned,Somewhat difficult,More excited than concerned,4,21,245.50199999999998,2024-09-08T13:47:35.449Z,no strategy,no
66ddaae32e95f6ea44509bc2,66dd0f5d2d96edbedcf4a80b,638e2eed82fa613f2140ba13,Coach,0.5591898346198672,61,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,35,0.0,2024-09-08T13:49:57.783Z,I asked my husband for help,no
66ddab012e95f6ea44509bcb,66dd0f5d2d96edbedcf4a80b,5c63e773f9b6300001c9ce20,Generate,0.6046707664125965,30,More concerned than excited,Somewhat difficult,More concerned than excited,4,15,0.0,2024-09-08T13:49:02.051Z,I tried to imagine all the ways the object could be positioned or adapted for use and then thought about how this would impact the object's normal usage.,No.
66ddab33b9f308914cdd75fe,66dd0f5d2d96edbedcf4a80b,62eac867210f0e2e8d322d44,Generate,0.7564597584591644,62,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,70,3.365,2024-09-08T13:50:24.612Z,focused on the object and thought how i could use it. ,No
66ddab5ac09ef73431e1409c,66dd0f5d2d96edbedcf4a80b,613e0e9ce734541e3d0a07c6,Coach,0.5892335412874201,28,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,30,0.0,2024-09-08T13:50:12.812Z,the same as the other objects just thought about it.,no
66ddab5bcb87fb3f3218281b,66dd0f5d2d96edbedcf4a80b,5e9f3a993f172f09aef65461,Coach,0.45943891857524083,59,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,58,0.0,2024-09-08T13:50:36.497Z,Thinking what my children would imagine them to be when playing ,No
66ddab5a30a578fbc47479d6,66dd0f5d2d96edbedcf4a80b,5c616776cb05d60001cc0394,Coach,0.6256952799415346,18,More concerned than excited,Very easy,More concerned than excited,4,20,9.395,2024-09-08T13:50:50.841Z,simple everyday day uses,no
66ddab624a6bbdc3ec4d2c10,66dd0f5d2d96edbedcf4a80b,663631e9a98cfc7ea17bbde6,Coach,0.6738280262936465,68,Equally excited and concerned,Somewhat easy,Equally excited and concerned,3,64,0.0,2024-09-08T13:50:43.198Z,I just thought about many ideas you can do with a table. ,No. 
66ddaae811c1d4a4d27d81ee,66dd0f5d2d96edbedcf4a80b,60887cbf254deb7ab5095f77,Absent,0.5575435662251654,12,More concerned than excited,Somewhat difficult,More concerned than excited,3,38,0.0,2024-09-08T13:51:15.709Z,"FABRIC USES AND THE SIZE OF IT",NO
66ddab4c8564c3d2245ee575,66dd0f5d2d96edbedcf4a80b,66dd1ee8b0faaa31f20d9a5b,Absent,0.5718941318886692,44,Equally excited and concerned,Very difficult,Equally excited and concerned,3,49,0.0,2024-09-08T13:51:24.354Z,"Thinking of anything possible, even if crazy",N/A
66ddab9fe36b03ad5b27e697,66dd0f5d2d96edbedcf4a80b,66b0df78f44c274080f61549,Absent,0.5874584286170756,74,More concerned than excited,Somewhat difficult,More concerned than excited,4,53,22.569,2024-09-08T13:51:30.671Z,looks at them and think,no
66ddab66606839ebc8aeb4ef,66dd0f5d2d96edbedcf4a80b,5b126b7ebd9c31000156c3b9,Absent,0.5597301964575918,57,More concerned than excited,Somewhat difficult,More concerned than excited,4,51,5.822,2024-09-08T13:51:14.037Z,Think outside the box,none.
66ddab769730c72e1f70e70d,66dd0f5d2d96edbedcf4a80b,5b03119a22ffb50001cbcb89,Coach,0.671834574691514,31,More excited than concerned,Somewhat difficult,More excited than concerned,4,37,0.0,2024-09-08T13:51:08.446Z,"Try to think out of the box, this was clearly much easier for the first three objects, the last one was quite difficult imo.",No
66ddab37b2eeb2737e509f78,66dd0f5d2d96edbedcf4a80b,5a764e848fe2dc000105739c,Generate,0.5059738575299269,9,More excited than concerned,Somewhat difficult,More excited than concerned,4,6,0.0,2024-09-08T13:50:44.342Z,desperation,none
66ddabb0d799dd09f3b0d2c0,66dd0f5d2d96edbedcf4a80b,5c43517c8fefb60001c447fe,Absent,0.5782094373419189,38,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,14,1.62,2024-09-08T13:51:44.558Z,Whatever came to mind,No
66ddab899572c97059823dd3,66dd0f5d2d96edbedcf4a80b,55ee11c37480920010aaac8b,Absent,n/a,21,Equally excited and concerned,Very difficult,Equally excited and concerned,3,7,0.0,2024-09-08T13:52:16.084Z,Didn't have one,no
66ddab78c09ef73431e140a5,66dd0f5d2d96edbedcf4a80b,5982bc372c089000019648a6,Coach,0.5838210211573436,13,Equally excited and concerned,Very difficult,Equally excited and concerned,4,13,0.0,2024-09-08T13:54:47.576Z,Just looking around for inspiration of what they could be used for,no
66ddaa7a85a1cd3816a00cae,66dd0f5d2d96edbedcf4a80b,6090f952525df6a9a07b6921,Coach,0.6085125513827987,91,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,3,87,0.0,2024-09-08T13:51:47.176Z,Just thought about using scissors' to make different items ,no
66ddad476c9f6afc38392e52,66dd0f5d2d96edbedcf4a80b,64842455e8ac69503a5c65f0,Coach,0.5140292300459601,38,More concerned than excited,Very difficult,More concerned than excited,4,38,0.0,2024-09-08T14:00:25.766Z,i tried to think what i would like to use the table for,no
66ddab25a4366dfe7a7a37e3,66dd0f5d2d96edbedcf4a80b,66dd9855f90bdb7c33c4f096,Coach,0.5247721189143489,20,More excited than concerned,Somewhat difficult,More excited than concerned,4,20,0.0,2024-09-08T13:51:48.086Z,i'm not sure i had a strategy. i was just trying to think of other ways of using it. I tried to remember what the AI had suggested for the previous objects.,No
66ddab1806153288547ea07d,66dd0f5d2d96edbedcf4a80b,5d4200b0f1006e00196a9322,Generate,0.5475502801878036,37,More excited than concerned,Somewhat difficult,More excited than concerned,4,20,0.0,2024-09-08T13:51:23.556Z,Use the AI objects as a basis. Just think hard!,Objects sometimes didn't display very well.
66ddab489c7b923a757eaaea,66dd0f5d2d96edbedcf4a80b,612f350052a72eaeac5b9703,Generate,0.4925900496856732,55,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,54,0.0,2024-09-08T13:51:47.861Z,Think of the trousers and what i could do with them,no
66ddab80ba01bdc4484d2b5d,66dd0f5d2d96edbedcf4a80b,6321d7a8945a779e9d3a8018,Coach,0.5269244195152253,65,More concerned than excited,Somewhat difficult,More concerned than excited,4,65,0.0,2024-09-08T13:51:51.848Z,"trying to think how we can use this item by also what I have read the AI helping me with before and combine both to come up with something as creative as possible ",no 
66ddab3002e0fe4806920e41,66dd0f5d2d96edbedcf4a80b,66dd1a6db1f28065fd509e90,Generate,0.5273168181911327,76,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,75,8.024,2024-09-08T13:51:47.255Z,to create the best of the alternative use of the object.,no
66ddab0f9aadab7b922324b5,66dd0f5d2d96edbedcf4a80b,5bb0f624a1c73d0001b9d62d,Coach,0.5871615061326207,70,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,70,0.0,2024-09-08T13:52:10.203Z,consider possible uses that are not traditional and combine them,no
66ddab11c09ef73431e1408e,66dd0f5d2d96edbedcf4a80b,6682a9a3ff9dc00969537ae3,Absent,0.4549033765451024,83,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,3,90,0.0,2024-09-08T13:52:08.307Z,None,None
66ddabd50f3d1e7eb77a2f13,66dd0f5d2d96edbedcf4a80b,5aaecfdb09b55b00015ea70a,Absent,0.5609131089510716,22,More concerned than excited,Somewhat difficult,More concerned than excited,4,20,0.0,2024-09-08T13:52:53.534Z,I just imagined what I would do with the table if nothing were a barrier / object to ideas,none
assignment_id,hit_id,worker_id,condition,diversity,I am more creative than \% of humans (before),Increased use of AI computer programs in daily life makes you feel (before),How difficult was it to come up with uses for the last object?,Increased use of AI computer programs in daily life makes you feel (after),How many total objects encountered?,I am more creative than \% of humans (after),Hide Time,Page Load,Strategy for last object,Technical Issues?
66ddab4302e0fe4806920e52,66dd0f5d2d96edbedcf4a80b,579e431a81f331000139d5d0,Coach,0.5787790353236084,25,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,46,7.908,2024-09-08T13:53:08.841Z,things I have seen before,none
66ddab53905d609d29ccf4e3,66dd0f5d2d96edbedcf4a80b,66bf8f72e7c49e965a25ed06,Generate,0.518167424936228,71,More concerned than excited,Somewhat easy,More concerned than excited,3,47,0.0,2024-09-08T13:52:31.229Z,coming up with ideas what come to mind than putting them down hoping to be faster than AI,no technical issues 
66ddabda856e76c8c127230a,66dd0f5d2d96edbedcf4a80b,6085c99b9f981aefb96e7aab,Absent,0.6266334646814082,14,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,7,0.0,2024-09-08T13:52:39.533Z,Think about other circular items ,No
66ddabb69de16a581cda80c2,66dd0f5d2d96edbedcf4a80b,6101952cec239584a3ac4c45,Generate,0.5508041842396405,85,More concerned than excited,Somewhat difficult,More concerned than excited,5,20,0.0,2024-09-08T13:53:16.792Z,Just looking and thinking,No
66ddab57e43ddfadcdb61296,66dd0f5d2d96edbedcf4a80b,5b89a7a7981c2f0001f1f1cf,Generate,0.5741387331776844,60,More concerned than excited,Somewhat difficult,More concerned than excited,4,55,0.0,2024-09-08T13:53:09.909Z,I had no strategy it was just the first things that came into my head. It was difficult to think of anything other than the intended use so more ideas became increasingly stupid,None
66ddac34ed1de5254e4511ac,66dd0f5d2d96edbedcf4a80b,5ad614eb33a3ab0001fa62cd,Generate,0.565082962398426,35,More concerned than excited,Somewhat easy,More concerned than excited,4,25,1.562,2024-09-08T13:53:40.643Z,I work with children and use glass bottles for a variety of activities,n/a
66ddac3bfd21cf48a7730f03,66dd0f5d2d96edbedcf4a80b,66b21f477fd5e80b7449fa1a,Coach,0.6266560504736782,18,More excited than concerned,Very difficult,More excited than concerned,4,4,0.0,2024-09-08T13:54:06.772Z,Thinking what things could go into it,No
66ddab7272a28453c756cfaa,66dd0f5d2d96edbedcf4a80b,60ec5f9e9b8a3146ae4feac9,Absent,0.5933728097151745,16,More concerned than excited,Somewhat difficult,More concerned than excited,4,16,0.0,2024-09-08T13:52:27.896Z,Tried to visualise what I could use it for to make other tasks easier,No
66ddaba7783f19f7607c59a9,66dd0f5d2d96edbedcf4a80b,6683e9097336723a1012955c,Generate,0.603870992303806,45,More concerned than excited,Somewhat easy,More excited than concerned,4,53,161.91499999999996,2024-09-08T13:52:43.951Z,using my memory ,no 
66ddac4d41c4452f8baf6ae2,66dd0f5d2d96edbedcf4a80b,5c7fd0c8cfd4e30016991f5e,Generate,0.5359210869892794,87,More concerned than excited,Somewhat difficult,More concerned than excited,4,69,5.021,2024-09-08T13:54:19.602Z,I didn't have one,No
66ddac41881d3e6cd37c5a94,66dd0f5d2d96edbedcf4a80b,5c922ee24faf8b00014ca145,Absent,0.5655685048246835,22,More excited than concerned,Somewhat difficult,More concerned than excited,4,34,0.0,2024-09-08T13:54:21.327Z,thinking,no
66ddad9ab80a4d6fc5823e74,66dd0f5d2d96edbedcf4a80b,5edcfa628bac5a0334a89583,Coach,0.5379376262379043,100,Equally excited and concerned,Very difficult,Equally excited and concerned,3,48,0.0,2024-09-08T14:00:54.358Z,Tried to think what I would use it for around the house.,No 
66ddab75f2db826eaf1abc75,66dd0f5d2d96edbedcf4a80b,5be44162fa676700011d80d7,Coach,0.6657801334437108,38,More concerned than excited,Very difficult,More concerned than excited,4,10,0.0,2024-09-08T13:54:04.197Z,unsure just tried to think off top of head,no
66ddabe9df2182766be1193b,66dd0f5d2d96edbedcf4a80b,5dfedfbb557425b599c8c523,Generate,0.6155274371178706,14,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,14,0.0,2024-09-08T13:54:12.326Z,just tried to think of things you could do with it,no
66ddab85e1861603055ee7ba,66dd0f5d2d96edbedcf4a80b,5eb4909c2f46f82f9280a49b,Absent,0.6190063636956733,39,More excited than concerned,Somewhat difficult,More excited than concerned,4,20,0.0,2024-09-08T13:54:01.035Z,I mainly focused on the size of the object. This was a limiting factor for a lot of the uses as a shoe isnt very big!,no.
66ddac9459c979f8136f4f05,66dd0f5d2d96edbedcf4a80b,5b1842d83522660001b3e88b,Absent,0.5757046624526503,15,More concerned than excited,Somewhat difficult,More concerned than excited,4,15,103.39500000000001,2024-09-08T13:55:04.415Z,Think about the object in different environments.,No
66ddab3bf36f15854cba0ad1,66dd0f5d2d96edbedcf4a80b,60b617c65ac0a6188cda866b,Absent,0.5839872031181319,70,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,70,0.0,2024-09-08T13:51:32.283Z,I just mentally looked around me to see if I could use it for something else. ,No
66ddac9eef7c5f8b3d4842e7,66dd0f5d2d96edbedcf4a80b,5dd529363558224d3f7fa486,Coach,0.5482552206432801,63,Equally excited and concerned,Very easy,Equally excited and concerned,4,49,0.0,2024-09-08T13:55:23.738Z,just whatever came to mind,no
66ddabc0b80a4d6fc5823dff,66dd0f5d2d96edbedcf4a80b,66dd77022ba76bff18920a40,Coach,0.6022214916700088,15,More excited than concerned,Somewhat difficult,More excited than concerned,3,15,0.0,2024-09-08T13:54:16.908Z,"Just think about what other objects the parts look like, tried rotating it to see if it would have any other functions, thought about chopping specific parts of and using them as individual objects",no
66ddac561a708871601ab8c5,66dd0f5d2d96edbedcf4a80b,66b403bf287744c8a2617437,Generate,0.54112632794814,65,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,5,46,0.0,2024-09-08T13:55:13.071Z,thought of things that could go inside the shoe.,no
66ddabb030a578fbc47479e9,66dd0f5d2d96edbedcf4a80b,6641eb0a574931b431ae617f,Absent,0.4207767986536679,60,Equally excited and concerned,Very difficult,Equally excited and concerned,4,50,0.0,2024-09-08T13:54:42.155Z,Only wrote what I could remember,No
66ddac15dc488133de9695f4,66dd0f5d2d96edbedcf4a80b,66b019e0cd2f5c993247072c,Coach,0.4882755007660671,80,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,35,21.134,2024-09-08T13:55:02.896Z,kept staring at the picture and thinking of social media videos ive seen,no
66ddac4e964f4d10970710a2,66dd0f5d2d96edbedcf4a80b,613129fdf8f6b04c9a7a2429,Generate,0.5198175087137238,65,Equally excited and concerned,Somewhat easy,More concerned than excited,3,54,0.0,2024-09-08T13:54:33.398Z,how I've seen bottles use previously,"no, but I found the AI suggestions off putting - I didn't want to use them but found I struggled to come up with others because they had already been suggested by AI"
66ddac6e9aadab7b922324ef,66dd0f5d2d96edbedcf4a80b,66ba355c3a0c226afeb4c0c7,Absent,0.5903054009747544,35,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,35,0.0,2024-09-08T13:55:20.545Z,thinking of things that could fit inside the glass bottle ,no
66ddac75fd62063167b0d35f,66dd0f5d2d96edbedcf4a80b,66d5ac0c40f608a9b03017de,Coach,0.5664131838423285,76,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,75,0.0,2024-09-08T13:55:33.934Z,"thinking about ideas I had seen in magazines, tv, social media and thinking how I would use them ",yes with the gam
66ddac0773361abe2927e47c,66dd0f5d2d96edbedcf4a80b,5ced0da70afd6e0001a9f211,Generate,0.5629807126629444,89,More excited than concerned,Somewhat easy,More excited than concerned,4,94,84.088,2024-09-08T13:54:32.105Z,Just looking around my room and thinking of what i could put in it,no
66ddac6a4a2755b94f3efeca,66dd0f5d2d96edbedcf4a80b,60affbb6c7f40f915c003533,Coach,0.6534297995606634,75,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,46,0.0,2024-09-08T13:55:16.948Z,"Thinking about it... The countdown added un needed pressure tho so I was worried about that",No
66ddabf5060e950f60c0678d,66dd0f5d2d96edbedcf4a80b,59ce3501a5bbdd0001bf45e2,Generate,0.5218021668893109,74,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,52,0.0,2024-09-08T13:55:01.695Z,none really,no
66ddac85c3a9a6a1f9247c16,66dd0f5d2d96edbedcf4a80b,5838532eaac091000137f09e,Absent,0.4846513699383188,18,More concerned than excited,Very difficult,More concerned than excited,4,29,28.7,2024-09-08T13:55:58.451Z,thought,None
66ddac90f19f519274e13b93,66dd0f5d2d96edbedcf4a80b,60794a6189e0f56535af300a,Coach,0.6209534878933105,72,More concerned than excited,Somewhat easy,More concerned than excited,4,70,0.0,2024-09-08T13:55:58.360Z,thought of several everyday situations and how the object could be used as an alternative in those circumstances,no
66ddabd2dc488133de9695e8,66dd0f5d2d96edbedcf4a80b,60748e255c2a885bd682efbe,Generate,0.5025918587814855,40,More concerned than excited,Somewhat difficult,More concerned than excited,4,40,0.0,2024-09-08T13:54:11.749Z,Trying to think away from what it is actually used for.  I looked at the shape and how it's orientation could be changed for different uses,I am assuming your asking how many objects includes the test ones
66ddaa09f2db826eaf1abc24,66dd0f5d2d96edbedcf4a80b,66a91ba2d274dafae7a572c3,Absent,0.5595246809731595,20,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,20,107.083,2024-09-08T13:53:52.790Z,"I thought of its shape, size, texture, durability and colour to determine what else it could be used for. It helped me to think outside of the box and thus gave me some great ideas.",No
66ddac8442bf9c5d0b6f4e5c,66dd0f5d2d96edbedcf4a80b,66577bd5fa02a29c30407e81,Coach,0.5472533851614456,55,More concerned than excited,Somewhat difficult,More concerned than excited,5,55,0.0,2024-09-08T13:56:09.970Z,I thought about what I could do with the fabric rather than the trousers as a whole.,No
66ddac8d5ab7054229c41985,66dd0f5d2d96edbedcf4a80b,66c6289bcd5017a746a8ee66,Generate,0.5174578183247927,20,Equally excited and concerned,Somewhat easy,Equally excited and concerned,3,20,0.0,2024-09-08T13:56:03.533Z,To think about the last times I interacted with tables (re-finishing one and assembling from parts another) and remember idle thoughts I had while performing that work.,No.
66ddacd546a2f0089caeb528,66dd0f5d2d96edbedcf4a80b,6658b16ea40f7b476d11fe36,Coach,0.5355121270543663,61,Equally excited and concerned,Somewhat easy,Equally excited and concerned,3,54,9.896,2024-09-08T13:56:44.084Z,Thinking about what is made from the same material,No
66ddacde964f4d10970710d6,66dd0f5d2d96edbedcf4a80b,615a0f99efd6ab0925bb13fe,Coach,0.5378070729249538,47,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,53,2.134,2024-09-08T13:57:01.695Z,"just guessedfirst things that came to my head",yes shoe photo was missing
66ddac2d11c1d4a4d27d822e,66dd0f5d2d96edbedcf4a80b,66c4ed68df042675aa0b3143,Absent,0.5067477643957317,19,More concerned than excited,Somewhat easy,Equally excited and concerned,4,18,0.0,2024-09-08T13:56:13.746Z,the last object was easier to come up with things as alot of uses could be made by it ,no
66ddacc779bdf2e96fccf275,66dd0f5d2d96edbedcf4a80b,5f5977519eca0e1cfc1085e3,Coach,0.3939507521632761,37,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,53,0.0,2024-09-08T13:56:33.340Z,Thinking about existing alternative uses and expanding,No
66ddacf0df2182766be11966,66dd0f5d2d96edbedcf4a80b,5c78452cac90ae000144bb23,Absent,0.4427789452201545,53,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,51,0.0,2024-09-08T13:57:29.164Z,be imaginative,no
66ddacc08daf4b06b70440aa,66dd0f5d2d96edbedcf4a80b,65b9a002909e6b9bd3520066,Absent,0.5629728449214486,59,Equally excited and concerned,Very difficult,Equally excited and concerned,4,34,0.0,2024-09-08T13:56:41.220Z,trying to think outside of box but every idea was basically a table.,no
66ddad25da5fa182145867a7,66dd0f5d2d96edbedcf4a80b,6672e877d5662b17658a93bf,Generate,0.6219946753895369,58,More concerned than excited,Somewhat difficult,More concerned than excited,4,33,2.072,2024-09-08T13:57:58.544Z,random,no
66ddac8ea735ce06d30d994e,66dd0f5d2d96edbedcf4a80b,66cdf38b677b2e93ada88f79,Absent,0.6018041802912961,58,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,3,58,0.0,2024-09-08T13:57:28.899Z,Think of a shoe and think what it could do and how i could use it for random scenarios,N/A
66ddac1aef7c5f8b3d4842c7,66dd0f5d2d96edbedcf4a80b,6659f8489709420ed2f99d96,Coach,0.59524398503725,55,Equally excited and concerned,Somewhat easy,Equally excited and concerned,4,55,0.0,2024-09-08T13:57:36.619Z,Let the inspiration come to me naturally.,no
66ddae5168878d4b9ee12b45,66dd0f5d2d96edbedcf4a80b,5a00e6da120fb300019480b3,Absent,0.46732639315836233,29,Equally excited and concerned,Somewhat difficult,Equally excited and concerned,4,12,0.0,2024-09-08T14:03:47.865Z,brainstorming,no
66ddac08e22799406bb6584a,66dd0f5d2d96edbedcf4a80b,5ff2ec49cb7697815e8c23a3,Absent,0.65160251205994,23,More concerned than excited,Somewhat difficult,More concerned than excited,4,28,0.0,2024-09-08T13:57:30.278Z,Just tried to use some common sense really,No all great thanks
